final_text,sentimentLabel,stemmed_text
baru balik lagi ke ipusnas setelah beberapa tahun enggak baca buku di sini ternyata tampilan layar tata letak dll berbeda dengan versi lama versi baru ini enggak lebih bagus dari yang lama dalam hal kemudahan unduh buku sudah coba berkali kali unduh buku tapi enggak ada keterangan progresnya sempat hapus aplikasi dan unduh ulang tapi tetap enggak berhasil terunduh bukunya tiap coba unduh muncul ket seperti java script ket yang sama sekali enggak menjelaskan apapun dan enggak bisa dimengerti bagaimana ya ini,negative,ipusnas enggak baca buku tampil layar tata letak dll beda versi versi enggak bagus mudah unduh buku coba kali kali unduh buku enggak terang progres hapus aplikasi unduh ulang enggak hasil unduh buku coba unduh muncul ket java script ket enggak apa enggak erti ya
butuh perbaikan banyak sekali aspek banyak loading tanpa sebab padahal jaringan tipe hp dan lainnya oke tidak muncul notif ketika buku yang masuk antrian tersedia padahal setting hp sudah allow notification fitur highlighstabilo tidak nyaman dipakai,negative,butuh baik aspek loading jaring tipe hp oke tidak muncul notif buku masuk antri sedia setting hp allow notification fitur highlighstabilo tidak nyaman pakai
tidak bisa pinjam buku sudah saya email tapi tidak response juga,negative,tidak pinjam buku email tidak response
aplikasi nya sering eror,negative,aplikasi nya eror
sudah buku mahal mau baca ebook gratispun banyak banget masalahnya bagaimana indonesia mau jadi negara dengan minat baca yang tinggi edit katanya maintenance sampai tanggal sampai detik ini masih error pada mengapai sih,positive,buku mahal baca ebook gratis banget indonesia negara minat baca edit maintenance tanggal detik error kapai sih
sudah beberapa hari ini selalu tidak berhasil meminjam error terus,negative,tidak hasil pinjam error
tidak bisa dipinjam bukunya,negative,tidak pinjam buku
makin enggak jelas ini ipusnas masa enggak bisa pinjam buku bagaimana orang mau baca,positive,enggak ipusnas enggak pinjam buku orang baca
enggak bisa pinjam bukatolong diperbaiki,positive,enggak pinjam bukatolong baik
bagus banyak buku terkini tapi sering eror mau pinjam eror berhari,negative,bagus buku kini eror pinjam eror hari
experience baca tidak senyaman goole play book,positive,experience baca tidak nyaman goole play book
eror terus,negative,eror
tidak bisa login terakhir mencoba meminjam buku juga tidak bisa mohon segera diperbaiki,negative,tidak login coba pinjam buku tidak mohon baik
i waited a long time tapi borrow a book and itu couldnt even be borrowed the application is very slow even though the network is good sok i dont want tapi use this application please fix itu,positive,waited long time borrow book couldnt even borrowed application slow even though network good sok dont want use application please fix
error mulu nih enggak bisa pinjam buku tolong perbaiki,negative,error mulu nih enggak pinjam buku tolong baik
tolong diperbaiki sudah lebih satu minggu tidak bisa meminjam buku apapun,negative,tolong baik minggu tidak pinjam buku apa
sangat menyenangkan membaca bukubuku di sini namun akhirakhir ini aplikasinya tidak berjalan dengan baik buku tidak bisa dipinjam padahal stoknya masih tersedia banyak mohon untuk segera diperbaiki ya terima kasih,negative,senang baca bukubuku akhirakhir aplikasi tidak jalan buku tidak pinjam stok sedia mohon baik ya terima kasih
sejak diupdate history hilang semua fiturnya makin aneh tetap saja ke log out sendiri jatohnya malan downgrade benar benar hapus saja aplikasinya kalo kayak begini katanya lagi pembaruan sistem tapi enggak selesai selesai,negative,diupdate history hilang fiturnya aneh log jatohnya malan downgrade hapus aplikasi kalo kayak baru sistem enggak selesai selesai
aplikasi selalu bermasalah dan eror kadang tidak bisa login dan mengunduh file kadang juga tibatiba tidak bisa untuk dibaca secara offline mohon segera ditingkatkan kualitasnya karena mood baca juga kadang bisa naik turun kalau selalu ada permasalahan dari aplikasinya saya jadi malas pakai aplikasi ini kalau masalahnya selalu ituitu saja dan tidak ada perbaikan yang permanen,negative,aplikasi masalah eror kadang tidak login unduh file kadang tibatiba tidak baca offline mohon tingkat kualitas mood baca kadang turun masalah aplikasi malas pakai aplikasi ituitu tidak baik permanen
makin kesini aplikasinya makin jelek sudah enggak bisa dipinjem bukunya kadang enggak bisa log ini katanya mau diperbaiki tapi sampai sekarang masih jelek,negative,kesini aplikasi jelek enggak dipinjem buku kadang enggak log baik jelek
error terus sudah berharihari buku tersedia tapi tidak bisa dipinjam,negative,error berharihari buku sedia tidak pinjam
banyak sekali penurunan kualitas aplikasi setelah di uptade terjadi perubahan tampilan aplikasi tetapi secara isi masih banyak yang yang perlu diperbaiki banyak sekali data riwayat peminjaman hilang setelah di update kemudian buku buku yang akan dipinjam begitu sulit lalu suka eror ketika mau meminjam buku harapan dari saya tolong segera diperbaiki,negative,turun kualitas aplikasi uptade ubah tampil aplikasi isi baik data riwayat pinjam hilang update buku buku pinjam sulit suka eror pinjam buku harap tolong baik
sering eror parah,negative,eror parah
bukunya enggak bisa dipinjam tolong perbaiki,positive,buku enggak pinjam tolong baik
sekarang kok enggak bisa download bukunya ya,positive,enggak download buku ya
tolong ini kenapa updatean aplikasi jadi kayak begini lemot banget padahal aku coba check apps lainnya tetap normalnormal saja terus saat ini enggak bisa pinjam sama sekali tiap pinjam selalu muncul tulisan javalangillegalstateexception tolong lah diperbaiki yang benar aplikasi yang lama padahal sudah bagus ini kenapa diupdate malah jadinya begini,negative,tolong updatean aplikasi kayak lot banget coba check apps normalnormal enggak pinjam pinjam muncul tulis javalangillegalstateexception tolong baik aplikasi bagus diupdate
tidak bisa login dengan email lainnya harus pakai gmail begitu,negative,tidak login email pakai gmail
enggak bisa login sama sekali bagaimana ini parah banget,negative,enggak login parah banget
tidak bisa akses beranda mau lapor di bantuan tidak bisa uninstall install ulang tidak bisa masuk install buat akun baru tidak bisa isi kecamatan mohon untuk diperbaiki,negative,tidak akses beranda lapor bantu tidak uninstall install ulang tidak masuk install akun tidak isi camat mohon baik
lag setelah install ulang tidak bisa login,negative,lag install ulang tidak login
setelah diperbarui makin enggak jelas dan sekarang enggak bisa masuk akun selalu muncul java lang strang lah sudah seminggu enggak bisa login perbaiki ya sistemnya sangat merugikan,negative,baru enggak enggak masuk akun muncul java lang strang minggu enggak login baik ya sistem rugi
yaeelllaaatiba log out sendiri padahal lagi ada pinjaman pas log ini lagi enggak bisa masuk error terus sudah hari ke nih keburu habis waktu pinjamnyabenerin dong,negative,yaeelllaaatiba log pinjam pas log enggak masuk error nih keburu habis pinjamnyabenerin
ini kenapa lama sekali erornya aku enggak bisa masuk sudah dua harii sampai ganti email tetap enggak bisa tolong segera ditangani ya,negative,eror enggak masuk hari ganti email enggak tolong tangan ya
tidak bisa daftar dengan akun google daftar menggunakan email lain lemot pisan saat mendaftar,negative,tidak daftar akun google daftar email lot pis daftar
bagus sih cuma eror mulu,negative,bagus sih eror mulu
padahal suka banget sama ipusnas tapi sering error sekarang malah akses masuk saja error enggak bisa hufff,negative,suka banget ipusnas error akses masuk error enggak hufff
update malah error mulu login kalo bisa masuk juga kosongan garagara ganti page loginnya jadi fufufafa,negative,update error mulu login kalo masuk kosong garagara ganti page loginnya fufufafa
aplikasi enggak bisa dibuka lama sekali perbaikannya,negative,aplikasi enggak buka baik
eror mulu kesel tertulis buku tersedia tapi enggak bisa dipinjem berkalikali juga eror enggak bisa dibuka,negative,eror mulu kesel tulis buku sedia enggak dipinjem berkalikali eror enggak buka
itu took sok long tapi fully load i have no problem with my connection here,negative,took sok long fully load problem connection
hanya bisa download tidak bisa daftar apa aplikasinya tidak support di tablet,negative,download tidak daftar aplikasi tidak support tablet
akses masuk membutuhkan waktu lama hingga berharihari meski berada di tempat dengan jaringan internet stabil tetap tidak ada perubahan setidaknya rutin melakukan pembaharuan server,negative,akses masuk butuh berharihari jaring internet stabil tidak ubah rutin baharu server
perpustakaan sangat bermanfaat bagi banyak orang saya harap kedepannya aplikasi ini akan lebih diperhatikan mengingat seringnya error saat login,neutral,pustaka manfaat orang harap depan aplikasi perhati error login
email ku dibilang enggak bisa login padahal beberapa hari lalu bisa aneh jadi enggak bisa login,neutral,email ku bilang enggak login aneh enggak login
mau baca buku saja susah man loading terus,negative,baca buku susah man loading
tiap buka appnya malah enggak bisa trss,neutral,buka appnya enggak trss
setelah enggak buka beberapa hari tiba tiba ngelag loading lama pas uninstall terus install lagi masa enggak bisa masuk atau daftar biar apa coba dipersulit untuk menambah wawasan,neutral,enggak buka ngelag loading pas uninstall install enggak masuk daftar biar coba sulit tambah wawas
bagaimana nih minnn enggak bisa search di pencet di bagian home saja enggak bisa,negative,nih minnn enggak search pencet home enggak
banyak banget problemnya,negative,banget problem
eror terus,negative,eror
crash terus maintenance juga lama banget melebihi dari yang dijanjikan,negative,crash maintenance banget lebih janji
the app is suck many troubles,neutral,app suck many troubles
after update jadi enggak bisa login cacattt banget pemerintah bagaimana mau naik minat baca orang indonesia kalau aplikasinya saja cacat begini,negative,update enggak login cacattt banget perintah minat baca orang indonesia aplikasi cacat
erornya tiap hari kayak negara,negative,eror kayak negara
tolong dong aplikasinya diperbaiki sudah semingguan enggak bisa dipakai lagi loading doang mau minjem buku error mulu,negative,tolong aplikasi baik minggu enggak pakai loading doang minjem buku error mulu
sudah enggak bisa dipakai kali masuk akun saja enggak bisa sudah ganti email pun tetap enggak bisa coba tolong diperbaiki lagi,positive,enggak pakai kali masuk akun enggak ganti email enggak coba tolong baik
dasar enggak becus,negative,dasar enggak becus
selalu gagal untuk meminjam buku,negative,gagal pinjam buku
kayaknya ngebug deh aplikasinya tolong perbaiki ada semingguan enggak buka nih aplikasi langsung blank halaman depannya aku coba reinstall malah enggak bisa login muncul pesan error java begitu tolong di perbaiki ya penting banget buat bacaan,negative,kayak ngebug deh aplikasi tolong baik minggu enggak buka nih aplikasi langsung blank halaman depan coba reinstall enggak login muncul pesan error java tolong baik ya banget baca
enggak bisa login lagi nih,neutral,enggak login nih
buat tampilan amplikasinya sudah lebih baik dan lebih enak tapi kenapa makin kesini makin enggak bisa dibuka kalau enggak reload dia force close kalau bisa termuat aplikasinya enggak bisa pinjam bukunya atau tibatiba enggak ada tombol pinjam bukunya mohon dong develeper tingkatkan aplikasi ini lebih baik soalnya saya suka banget dengan aplikasi ini terima kasih,negative,tampil amplikasinya enak kesini enggak buka enggak reload force close muat aplikasi enggak pinjam buku tibatiba enggak tombol pinjam buku mohon develeper tingkat aplikasi suka banget aplikasi terima kasih
error enggak bisa masuk,negative,error enggak masuk
ini enggak bisa diakses aplikasinya mau login enggak bisa sudah coba reinstall ulang tetap enggak bisa bugnya tolong diperbaikj,neutral,enggak akses aplikasi login enggak coba reinstall ulang enggak bugnya tolong diperbaikj
tidak bisa login setelah pembaruan aplikasi,negative,tidak login baru aplikasi
tolong diperbaiki dong masa sering eror,negative,tolong baik eror
plis aplikasi ini berguna banget banget banget tapi kenapa sering crash awalnya enggak bisa minjem buku setiap mau minjem muncul peringatan error begitu tapi kok malah sekarang berandanya juga jadi kosongg plis perbaiki secepatnya,negative,plis aplikasi guna banget banget banget crash enggak minjem buku minjem muncul ingat error beranda kosongg plis baik cepat
kenapa lagi sih astagaaaaa,neutral,sih astagaaaaa
