content,case_folding,cleaning,slang,tokenizing,filtered,stemmed,final_text,sentimentLabel
"tidak bisa pinjam buku, sudah saya email tp tidak response juga","tidak bisa pinjam buku, sudah saya email tp tidak response juga",tidak bisa pinjam buku sudah saya email tp tidak response juga,tidak bisa pinjam buku sudah saya email tapi tidak response juga,"['tidak', 'bisa', 'pinjam', 'buku', 'sudah', 'saya', 'email', 'tapi', 'tidak', 'response', 'juga']","['tidak', 'pinjam', 'buku', 'email', 'tidak', 'response']","['tidak', 'pinjam', 'buku', 'email', 'tidak', 'response']",tidak pinjam buku email tidak response,negative
aplikasi nya sering eror,aplikasi nya sering eror,aplikasi nya sering eror,aplikasi nya sering eror,"['aplikasi', 'nya', 'sering', 'eror']","['aplikasi', 'nya', 'eror']","['aplikasi', 'nya', 'eror']",aplikasi nya eror,negative
"Sudah buku mahal, mau baca ebook gratispun banyak banget masalahnya, gimana Indonesia mau jadi negara dengan minat baca yang tinggi. (Edit 13/01/2026: katanya maintenance sampai tanggal 8, sampai detik ini masih error). Pada ngapain sih? :')","sudah buku mahal, mau baca ebook gratispun banyak banget masalahnya, gimana indonesia mau jadi negara dengan minat baca yang tinggi. (edit 13/01/2026: katanya maintenance sampai tanggal 8, sampai detik ini masih error). pada ngapain sih? :')",sudah buku mahal mau baca ebook gratispun banyak banget masalahnya gimana indonesia mau jadi negara dengan minat baca yang tinggi edit katanya maintenance sampai tanggal sampai detik ini masih error pada ngapain sih,sudah buku mahal mau baca ebook gratispun banyak banget masalahnya bagaimana indonesia mau jadi negara dengan minat baca yang tinggi edit katanya maintenance sampai tanggal sampai detik ini masih error pada mengapai sih,"['sudah', 'buku', 'mahal', 'mau', 'baca', 'ebook', 'gratispun', 'banyak', 'banget', 'masalahnya', 'bagaimana', 'indonesia', 'mau', 'jadi', 'negara', 'dengan', 'minat', 'baca', 'yang', 'tinggi', 'edit', 'katanya', 'maintenance', 'sampai', 'tanggal', 'sampai', 'detik', 'ini', 'masih', 'error', 'pada', 'mengapai', 'sih']","['buku', 'mahal', 'baca', 'ebook', 'gratispun', 'banget', 'indonesia', 'negara', 'minat', 'baca', 'edit', 'maintenance', 'tanggal', 'detik', 'error', 'mengapai', 'sih']","['buku', 'mahal', 'baca', 'ebook', 'gratis', 'banget', 'indonesia', 'negara', 'minat', 'baca', 'edit', 'maintenance', 'tanggal', 'detik', 'error', 'kapai', 'sih']",buku mahal baca ebook gratis banget indonesia negara minat baca edit maintenance tanggal detik error kapai sih,negative
"Sudah beberapa hari ini selalu tidak berhasil meminjam, error terus","sudah beberapa hari ini selalu tidak berhasil meminjam, error terus",sudah beberapa hari ini selalu tidak berhasil meminjam error terus,sudah beberapa hari ini selalu tidak berhasil meminjam error terus,"['sudah', 'beberapa', 'hari', 'ini', 'selalu', 'tidak', 'berhasil', 'meminjam', 'error', 'terus']","['tidak', 'berhasil', 'meminjam', 'error']","['tidak', 'hasil', 'pinjam', 'error']",tidak hasil pinjam error,negative
tidak bisa dipinjam bukunya,tidak bisa dipinjam bukunya,tidak bisa dipinjam bukunya,tidak bisa dipinjam bukunya,"['tidak', 'bisa', 'dipinjam', 'bukunya']","['tidak', 'dipinjam', 'bukunya']","['tidak', 'pinjam', 'buku']",tidak pinjam buku,neutral
"makin ga jelas ini ipusnas, masa ga bisa pinjam buku. gimana orang mau baca","makin ga jelas ini ipusnas, masa ga bisa pinjam buku. gimana orang mau baca",makin ga jelas ini ipusnas masa ga bisa pinjam buku gimana orang mau baca,makin enggak jelas ini ipusnas masa enggak bisa pinjam buku bagaimana orang mau baca,"['makin', 'enggak', 'jelas', 'ini', 'ipusnas', 'masa', 'enggak', 'bisa', 'pinjam', 'buku', 'bagaimana', 'orang', 'mau', 'baca']","['enggak', 'ipusnas', 'enggak', 'pinjam', 'buku', 'orang', 'baca']","['enggak', 'ipusnas', 'enggak', 'pinjam', 'buku', 'orang', 'baca']",enggak ipusnas enggak pinjam buku orang baca,negative
ga bisa pinjam buka.tolong diperbaiki,ga bisa pinjam buka.tolong diperbaiki,ga bisa pinjam bukatolong diperbaiki,enggak bisa pinjam bukatolong diperbaiki,"['enggak', 'bisa', 'pinjam', 'bukatolong', 'diperbaiki']","['enggak', 'pinjam', 'bukatolong', 'diperbaiki']","['enggak', 'pinjam', 'bukatolong', 'masalah']",enggak pinjam bukatolong masalah,negative
"bagus banyak buku terkini, tapi sering eror, mau pinjam eror berhari2","bagus banyak buku terkini, tapi sering eror, mau pinjam eror berhari2",bagus banyak buku terkini tapi sering eror mau pinjam eror berhari,bagus banyak buku terkini tapi sering eror mau pinjam eror berhari,"['bagus', 'banyak', 'buku', 'terkini', 'tapi', 'sering', 'eror', 'mau', 'pinjam', 'eror', 'berhari']","['bagus', 'buku', 'terkini', 'eror', 'pinjam', 'eror', 'berhari']","['bagus', 'buku', 'kini', 'eror', 'pinjam', 'eror', 'hari']",bagus buku kini eror pinjam eror hari,negative
experience baca tidak senyaman Goole Play Book,experience baca tidak senyaman goole play book,experience baca tidak senyaman goole play book,experience baca tidak senyaman goole play book,"['experience', 'baca', 'tidak', 'senyaman', 'goole', 'play', 'book']","['experience', 'baca', 'tidak', 'senyaman', 'goole', 'play', 'book']","['experience', 'baca', 'tidak', 'nyaman', 'goole', 'play', 'book']",experience baca tidak nyaman goole play book,negative
eror teruss,eror teruss,eror teruss,eror terus,"['eror', 'terus']",['eror'],['eror'],eror,negative
"Tidak bisa login. Terakhir mencoba, meminjam buku juga tidak bisa. Mohon segera diperbaiki.","tidak bisa login. terakhir mencoba, meminjam buku juga tidak bisa. mohon segera diperbaiki.",tidak bisa login terakhir mencoba meminjam buku juga tidak bisa mohon segera diperbaiki,tidak bisa login terakhir mencoba meminjam buku juga tidak bisa mohon segera diperbaiki,"['tidak', 'bisa', 'login', 'terakhir', 'mencoba', 'meminjam', 'buku', 'juga', 'tidak', 'bisa', 'mohon', 'segera', 'diperbaiki']","['tidak', 'login', 'mencoba', 'meminjam', 'buku', 'tidak', 'mohon', 'diperbaiki']","['tidak', 'login', 'coba', 'pinjam', 'buku', 'tidak', 'mohon', 'masalah']",tidak login coba pinjam buku tidak mohon masalah,neutral
"I waited a long time to borrow a book and it couldn't even be borrowed. The application is very slow even though the network is good, so I don't want to use this application. Please fix it.","i waited a long time to borrow a book and it couldn't even be borrowed. the application is very slow even though the network is good, so i don't want to use this application. please fix it.",i waited a long time to borrow a book and it couldnt even be borrowed the application is very slow even though the network is good so i dont want to use this application please fix it,i waited a long time tapi borrow a book and itu couldnt even be borrowed the application is very slow even though the network is good sok i dont want tapi use this application please fix itu,"['i', 'waited', 'a', 'long', 'time', 'tapi', 'borrow', 'a', 'book', 'and', 'itu', 'couldnt', 'even', 'be', 'borrowed', 'the', 'application', 'is', 'very', 'slow', 'even', 'though', 'the', 'network', 'is', 'good', 'sok', 'i', 'dont', 'want', 'tapi', 'use', 'this', 'application', 'please', 'fix', 'itu']","['waited', 'long', 'time', 'borrow', 'book', 'couldnt', 'even', 'borrowed', 'application', 'slow', 'even', 'though', 'network', 'good', 'sok', 'dont', 'want', 'use', 'application', 'please', 'fix']","['waited', 'long', 'time', 'borrow', 'book', 'couldnt', 'even', 'borrowed', 'application', 'slow', 'even', 'though', 'network', 'good', 'sok', 'dont', 'want', 'use', 'application', 'please', 'fix']",waited long time borrow book couldnt even borrowed application slow even though network good sok dont want use application please fix,negative
"Error mulu nih, nggak bisa pinjam buku. Tolong perbaiki 🥲","error mulu nih, nggak bisa pinjam buku. tolong perbaiki 🥲",error mulu nih nggak bisa pinjam buku tolong perbaiki,error mulu nih enggak bisa pinjam buku tolong perbaiki,"['error', 'mulu', 'nih', 'enggak', 'bisa', 'pinjam', 'buku', 'tolong', 'perbaiki']","['error', 'mulu', 'nih', 'enggak', 'pinjam', 'buku', 'tolong', 'perbaiki']","['error', 'mulu', 'nih', 'enggak', 'pinjam', 'buku', 'tolong', 'baik']",error mulu nih enggak pinjam buku tolong baik,negative
tolong diperbaiki. sudah lebih satu minggu tidak bisa meminjam buku apapun,tolong diperbaiki. sudah lebih satu minggu tidak bisa meminjam buku apapun,tolong diperbaiki sudah lebih satu minggu tidak bisa meminjam buku apapun,tolong diperbaiki sudah lebih satu minggu tidak bisa meminjam buku apapun,"['tolong', 'diperbaiki', 'sudah', 'lebih', 'satu', 'minggu', 'tidak', 'bisa', 'meminjam', 'buku', 'apapun']","['tolong', 'diperbaiki', 'minggu', 'tidak', 'meminjam', 'buku', 'apapun']","['tolong', 'masalah', 'minggu', 'tidak', 'pinjam', 'buku', 'apa']",tolong masalah minggu tidak pinjam buku apa,negative
"Sangat menyenangkan membaca buku-buku di sini, namun akhir-akhir ini aplikasinya tidak berjalan dengan baik (buku tidak bisa dipinjam padahal stoknya masih tersedia banyak). Mohon untuk segera diperbaiki ya, terima kasih 🙏🏻","sangat menyenangkan membaca buku-buku di sini, namun akhir-akhir ini aplikasinya tidak berjalan dengan baik (buku tidak bisa dipinjam padahal stoknya masih tersedia banyak). mohon untuk segera diperbaiki ya, terima kasih 🙏🏻",sangat menyenangkan membaca bukubuku di sini namun akhirakhir ini aplikasinya tidak berjalan dengan baik buku tidak bisa dipinjam padahal stoknya masih tersedia banyak mohon untuk segera diperbaiki ya terima kasih,sangat menyenangkan membaca bukubuku di sini namun akhirakhir ini aplikasinya tidak berjalan dengan baik buku tidak bisa dipinjam padahal stoknya masih tersedia banyak mohon untuk segera diperbaiki ya terima kasih,"['sangat', 'menyenangkan', 'membaca', 'bukubuku', 'di', 'sini', 'namun', 'akhirakhir', 'ini', 'aplikasinya', 'tidak', 'berjalan', 'dengan', 'baik', 'buku', 'tidak', 'bisa', 'dipinjam', 'padahal', 'stoknya', 'masih', 'tersedia', 'banyak', 'mohon', 'untuk', 'segera', 'diperbaiki', 'ya', 'terima', 'kasih']","['menyenangkan', 'membaca', 'bukubuku', 'akhirakhir', 'aplikasinya', 'tidak', 'berjalan', 'buku', 'tidak', 'dipinjam', 'stoknya', 'tersedia', 'mohon', 'diperbaiki', 'ya', 'terima', 'kasih']","['senang', 'baca', 'bukubuku', 'akhirakhir', 'aplikasi', 'tidak', 'jalan', 'buku', 'tidak', 'pinjam', 'stok', 'sedia', 'mohon', 'masalah', 'ya', 'terima', 'kasih']",senang baca bukubuku akhirakhir aplikasi tidak jalan buku tidak pinjam stok sedia mohon masalah ya terima kasih,neutral
"sejak diupdate history ilang semua? fiturnya makin aneh, tetep aja ke log out sendiri jatohnya malan downgrade BENER BENER, HAPUS AJA APLIKASINYA KALO KAYAK GINI, KATANYA LAGI PEMBARUAN SISTEM TAPI GA SELESAI SELESAI","sejak diupdate history ilang semua? fiturnya makin aneh, tetep aja ke log out sendiri jatohnya malan downgrade bener bener, hapus aja aplikasinya kalo kayak gini, katanya lagi pembaruan sistem tapi ga selesai selesai",sejak diupdate history ilang semua fiturnya makin aneh tetep aja ke log out sendiri jatohnya malan downgrade bener bener hapus aja aplikasinya kalo kayak gini katanya lagi pembaruan sistem tapi ga selesai selesai,sejak diupdate history hilang semua fiturnya makin aneh tetap saja ke log out sendiri jatohnya malan downgrade benar benar hapus saja aplikasinya kalo kayak begini katanya lagi pembaruan sistem tapi enggak selesai selesai,"['sejak', 'diupdate', 'history', 'hilang', 'semua', 'fiturnya', 'makin', 'aneh', 'tetap', 'saja', 'ke', 'log', 'out', 'sendiri', 'jatohnya', 'malan', 'downgrade', 'benar', 'benar', 'hapus', 'saja', 'aplikasinya', 'kalo', 'kayak', 'begini', 'katanya', 'lagi', 'pembaruan', 'sistem', 'tapi', 'enggak', 'selesai', 'selesai']","['diupdate', 'history', 'hilang', 'fiturnya', 'aneh', 'log', 'jatohnya', 'malan', 'downgrade', 'hapus', 'aplikasinya', 'kalo', 'kayak', 'pembaruan', 'sistem', 'enggak', 'selesai', 'selesai']","['diupdate', 'history', 'hilang', 'fiturnya', 'aneh', 'log', 'jatohnya', 'malan', 'downgrade', 'hapus', 'aplikasi', 'kalo', 'kayak', 'baru', 'sistem', 'enggak', 'selesai', 'selesai']",diupdate history hilang fiturnya aneh log jatohnya malan downgrade hapus aplikasi kalo kayak baru sistem enggak selesai selesai,negative
"aplikasi selalu bermasalah dan eror! kadang tidak bisa login dan mengunduh file. kadang juga tiba-tiba tidak bisa untuk dibaca secara offline. mohon segera ditingkatkan kualitasnya, karena mood baca juga kadang bisa naik turun kalau selalu ada permasalahan dari aplikasinya. saya jadi malas pakai aplikasi ini kalau masalahnya selalu itu-itu saja dan tidak ada perbaikan yang permanen.","aplikasi selalu bermasalah dan eror! kadang tidak bisa login dan mengunduh file. kadang juga tiba-tiba tidak bisa untuk dibaca secara offline. mohon segera ditingkatkan kualitasnya, karena mood baca juga kadang bisa naik turun kalau selalu ada permasalahan dari aplikasinya. saya jadi malas pakai aplikasi ini kalau masalahnya selalu itu-itu saja dan tidak ada perbaikan yang permanen.",aplikasi selalu bermasalah dan eror kadang tidak bisa login dan mengunduh file kadang juga tibatiba tidak bisa untuk dibaca secara offline mohon segera ditingkatkan kualitasnya karena mood baca juga kadang bisa naik turun kalau selalu ada permasalahan dari aplikasinya saya jadi malas pakai aplikasi ini kalau masalahnya selalu ituitu saja dan tidak ada perbaikan yang permanen,aplikasi selalu bermasalah dan eror kadang tidak bisa login dan mengunduh file kadang juga tibatiba tidak bisa untuk dibaca secara offline mohon segera ditingkatkan kualitasnya karena mood baca juga kadang bisa naik turun kalau selalu ada permasalahan dari aplikasinya saya jadi malas pakai aplikasi ini kalau masalahnya selalu ituitu saja dan tidak ada perbaikan yang permanen,"['aplikasi', 'selalu', 'bermasalah', 'dan', 'eror', 'kadang', 'tidak', 'bisa', 'login', 'dan', 'mengunduh', 'file', 'kadang', 'juga', 'tibatiba', 'tidak', 'bisa', 'untuk', 'dibaca', 'secara', 'offline', 'mohon', 'segera', 'ditingkatkan', 'kualitasnya', 'karena', 'mood', 'baca', 'juga', 'kadang', 'bisa', 'naik', 'turun', 'kalau', 'selalu', 'ada', 'permasalahan', 'dari', 'aplikasinya', 'saya', 'jadi', 'malas', 'pakai', 'aplikasi', 'ini', 'kalau', 'masalahnya', 'selalu', 'ituitu', 'saja', 'dan', 'tidak', 'ada', 'perbaikan', 'yang', 'permanen']","['aplikasi', 'bermasalah', 'eror', 'kadang', 'tidak', 'login', 'mengunduh', 'file', 'kadang', 'tibatiba', 'tidak', 'dibaca', 'offline', 'mohon', 'ditingkatkan', 'kualitasnya', 'mood', 'baca', 'kadang', 'turun', 'permasalahan', 'aplikasinya', 'malas', 'pakai', 'aplikasi', 'ituitu', 'tidak', 'perbaikan', 'permanen']","['aplikasi', 'masalah', 'eror', 'kadang', 'tidak', 'login', 'unduh', 'file', 'kadang', 'tibatiba', 'tidak', 'baca', 'offline', 'mohon', 'tingkat', 'kualitas', 'mood', 'baca', 'kadang', 'turun', 'masalah', 'aplikasi', 'malas', 'pakai', 'aplikasi', 'ituitu', 'tidak', 'masalah', 'permanen']",aplikasi masalah eror kadang tidak login unduh file kadang tibatiba tidak baca offline mohon tingkat kualitas mood baca kadang turun masalah aplikasi malas pakai aplikasi ituitu tidak masalah permanen,negative
"Makin kesini, aplikasinya makin jelek udah ga bisa dipinjem bukunya, kadang ga bisa log in katanya mau diperbaiki, tpi sampai sekarang masih jelek!!","makin kesini, aplikasinya makin jelek udah ga bisa dipinjem bukunya, kadang ga bisa log in katanya mau diperbaiki, tpi sampai sekarang masih jelek!!",makin kesini aplikasinya makin jelek udah ga bisa dipinjem bukunya kadang ga bisa log in katanya mau diperbaiki tpi sampai sekarang masih jelek,makin kesini aplikasinya makin jelek sudah enggak bisa dipinjem bukunya kadang enggak bisa log ini katanya mau diperbaiki tapi sampai sekarang masih jelek,"['makin', 'kesini', 'aplikasinya', 'makin', 'jelek', 'sudah', 'enggak', 'bisa', 'dipinjem', 'bukunya', 'kadang', 'enggak', 'bisa', 'log', 'ini', 'katanya', 'mau', 'diperbaiki', 'tapi', 'sampai', 'sekarang', 'masih', 'jelek']","['kesini', 'aplikasinya', 'jelek', 'enggak', 'dipinjem', 'bukunya', 'kadang', 'enggak', 'log', 'diperbaiki', 'jelek']","['kesini', 'aplikasi', 'jelek', 'enggak', 'dipinjem', 'buku', 'kadang', 'enggak', 'log', 'masalah', 'jelek']",kesini aplikasi jelek enggak dipinjem buku kadang enggak log masalah jelek,negative
"error terus sudah berhari-hari, buku tersedia tapi tidak bisa dipinjam","error terus sudah berhari-hari, buku tersedia tapi tidak bisa dipinjam",error terus sudah berharihari buku tersedia tapi tidak bisa dipinjam,error terus sudah berharihari buku tersedia tapi tidak bisa dipinjam,"['error', 'terus', 'sudah', 'berharihari', 'buku', 'tersedia', 'tapi', 'tidak', 'bisa', 'dipinjam']","['error', 'berharihari', 'buku', 'tersedia', 'tidak', 'dipinjam']","['error', 'berharihari', 'buku', 'sedia', 'tidak', 'pinjam']",error berharihari buku sedia tidak pinjam,negative
"Banyak sekali penurunan kualitas aplikasi, setelah di uptade terjadi perubahan tampilan aplikasi, tetapi secara isi masih banyak yang yang perlu diperbaiki Banyak sekali data riwayat peminjaman hilang setelah di update, kemudian buku buku yang akan dipinjam begitu sulit lalu suka eror ketika mau meminjam buku. harapan dari saya tolong segera diperbaiki","banyak sekali penurunan kualitas aplikasi, setelah di uptade terjadi perubahan tampilan aplikasi, tetapi secara isi masih banyak yang yang perlu diperbaiki banyak sekali data riwayat peminjaman hilang setelah di update, kemudian buku buku yang akan dipinjam begitu sulit lalu suka eror ketika mau meminjam buku. harapan dari saya tolong segera diperbaiki",banyak sekali penurunan kualitas aplikasi setelah di uptade terjadi perubahan tampilan aplikasi tetapi secara isi masih banyak yang yang perlu diperbaiki banyak sekali data riwayat peminjaman hilang setelah di update kemudian buku buku yang akan dipinjam begitu sulit lalu suka eror ketika mau meminjam buku harapan dari saya tolong segera diperbaiki,banyak sekali penurunan kualitas aplikasi setelah di uptade terjadi perubahan tampilan aplikasi tetapi secara isi masih banyak yang yang perlu diperbaiki banyak sekali data riwayat peminjaman hilang setelah di update kemudian buku buku yang akan dipinjam begitu sulit lalu suka eror ketika mau meminjam buku harapan dari saya tolong segera diperbaiki,"['banyak', 'sekali', 'penurunan', 'kualitas', 'aplikasi', 'setelah', 'di', 'uptade', 'terjadi', 'perubahan', 'tampilan', 'aplikasi', 'tetapi', 'secara', 'isi', 'masih', 'banyak', 'yang', 'yang', 'perlu', 'diperbaiki', 'banyak', 'sekali', 'data', 'riwayat', 'peminjaman', 'hilang', 'setelah', 'di', 'update', 'kemudian', 'buku', 'buku', 'yang', 'akan', 'dipinjam', 'begitu', 'sulit', 'lalu', 'suka', 'eror', 'ketika', 'mau', 'meminjam', 'buku', 'harapan', 'dari', 'saya', 'tolong', 'segera', 'diperbaiki']","['penurunan', 'kualitas', 'aplikasi', 'uptade', 'perubahan', 'tampilan', 'aplikasi', 'isi', 'diperbaiki', 'data', 'riwayat', 'peminjaman', 'hilang', 'update', 'buku', 'buku', 'dipinjam', 'sulit', 'suka', 'eror', 'meminjam', 'buku', 'harapan', 'tolong', 'diperbaiki']","['turun', 'kualitas', 'aplikasi', 'uptade', 'ubah', 'tampil', 'aplikasi', 'isi', 'masalah', 'data', 'riwayat', 'pinjam', 'hilang', 'update', 'buku', 'buku', 'pinjam', 'sulit', 'suka', 'eror', 'pinjam', 'buku', 'harap', 'tolong', 'masalah']",turun kualitas aplikasi uptade ubah tampil aplikasi isi masalah data riwayat pinjam hilang update buku buku pinjam sulit suka eror pinjam buku harap tolong masalah,neutral
